gene_name number_of_transposon_per_gene number_of_read_per_gene
GGA1 9 347
EAF1 4 3
OPI7 0 0
BCP1 6 11
TFC6 6 9
ESC2 11 360
SEM1 1 0
CDC40 5 6
ESF1 2 1
YDR366C 4 32
KEI1 1 0
YPR1 3 7
XRS2 8 152
DXO1 6 14
CTS2 10 141
YDR371C-A 0 0
VPS74 4 3
FRQ1 0 0
PHO92 0 0
WIP1 3 2
BCS1 9 37
ARH1 3 4
ATP17 3 23
LSM6 1 0
RGA2 17 273
SDH6 1 0
ARO10 11 33
YRA1 2 1
YDR381C-A 0 0
RPP2B 0 0
NKP1 7 7
ATO3 10 165
EFT2 3 2
MUS81 7 22
YDR387C 8 15
RVS167 7 52
SAC7 4 5
UBA2 4 4
YDR391C 2 2
SPT3 6 17
SHE9 5 76
RPT3 3 2
SXM1 8 36
YDR396W 3 10
NCB2 3 10
UTP5 2 1
HPT1 0 0
URH1 14 182
YDR401W 6 14
DIT2 10 72
DIT1 9 232
RPB7 1 0
MRP20 21 239
PDR15 55 7673
YDR406W-A 1 0
TRS120 8 9
ADE8 1 0
SIZ1 12 31
STE14 8 78
DFM1 8 115
RRP17 0 0
YDR413C 0 0
ERD1 5 16
YDR415C 3 3
SYF1 1 0
YDR417C 0 0
RPL12B 0 0
RAD30 8 11
HKR1 11 175
ARO80 6 12
SIP1 13 309
CAD1 8 569
DYN2 2 1
SNX41 8 21
YDR426C 3 2
RPN9 1 0
BNA7 1 0
TIF35 1 0
CYM1 12 166
YDR431W 5 24
NPL3 1 0
YDR433W 0 0
GPI17 5 9
PPM1 1 0
