gene_name number_of_transposon_per_gene number_of_read_per_gene
GIC2 22 181
SUM1 42 341
TFB1 21 329
SSF2 53 582
PIB1 36 243
RAD34 69 591
IPK1 25 127
OMS1 39 276
HIM1 27 178
MCM21 23 150
YFT2 31 207
SWA2 46 397
DAD4 2 3
YDR320W-B 39 388
ASP1 27 332
MRPL35 18 69
TIM11 10 41
PEP7 55 751
UTP4 9 65
YCG1 34 374
YSP2 84 964
YDR327W 5 10
SKP1 4 5
PEX3 42 380
UBX5 51 772
GPI8 13 51
IRC3 58 591
RQC1 54 555
SWR1 150 1935
MSN5 45 433
YDR336W 41 390
MRPS28 14 105
YDR338C 79 1141
FCF1 0 0
YDR340W 26 333
YDR341C 16 108
HXT7 10 57
HXT6 6 10
YDR344C 42 333
HXT3 72 1193
SVF1 85 958
MRP1 21 149
PAL1 74 874
YPS7 36 197
ATP22 14 129
SBE2 49 513
YPQ2 54 520
TRR1 34 195
TRP4 40 516
YDR354C-A 4 17
YDR355C 5 18
SPC110 21 176
CNL1 44 345
GGA1 48 522
EAF1 79 710
OPI7 11 67
BCP1 14 84
TFC6 34 227
ESC2 48 263
SEM1 1 0
CDC40 32 345
ESF1 15 132
YDR366C 13 21
KEI1 8 23
YPR1 31 207
XRS2 50 348
DXO1 41 253
CTS2 71 754
YDR371C-A 3 6
VPS74 9 48
FRQ1 4 12
PHO92 30 378
WIP1 6 31
BCS1 33 203
ARH1 14 135
ATP17 7 6
LSM6 0 0
RGA2 120 1334
SDH6 13 142
ARO10 78 657
YRA1 11 46
YDR381C-A 3 2
RPP2B 19 129
NKP1 26 186
ATO3 66 1319
EFT2 6 5
MUS81 62 573
YDR387C 47 494
RVS167 32 234
SAC7 41 275
UBA2 22 246
YDR391C 19 180
SPT3 17 99
SHE9 40 302
RPT3 7 34
SXM1 40 275
YDR396W 12 142
NCB2 14 172
UTP5 16 67
HPT1 25 138
URH1 81 831
YDR401W 34 267
DIT2 55 488
DIT1 85 1044
RPB7 1 0
MRP20 57 620
PDR15 229 3707
YDR406W-A 9 18
TRS120 36 241
ADE8 9 112
SIZ1 54 740
