gene_name number_of_transposon_per_gene number_of_read_per_gene
CFT1 6 6
GPI11 1 0
RSC3 5 4
CPR5 2 1
HNT2 4 121
YDR306C 13 12
PMT7 11 83
SRB7 0 0
GIC2 3 47
SUM1 6 5
TFB1 10 181
SSF2 5 20
PIB1 8 74
RAD34 16 156
IPK1 3 2
OMS1 4 7
HIM1 5 5
MCM21 5 16
YFT2 9 168
SWA2 12 41
DAD4 0 0
YDR320W-B 7 210
ASP1 5 69
MRPL35 2 1
TIM11 2 2
PEP7 11 18
UTP4 1 0
YCG1 6 13
YSP2 10 26
YDR327W 2 3
SKP1 2 1
PEX3 7 11
UBX5 5 7
GPI8 0 0
IRC3 8 83
RQC1 12 163
SWR1 16 478
MSN5 11 13
YDR336W 4 5
MRPS28 1 0
YDR338C 23 685
FCF1 0 0
YDR340W 3 2
YDR341C 4 3
HXT7 1 0
HXT6 3 2
YDR344C 0 0
HXT3 15 1094
SVF1 8 59
MRP1 2 2
PAL1 13 405
YPS7 6 13
ATP22 0 0
SBE2 10 407
YPQ2 5 91
TRR1 0 0
TRP4 3 2
YDR354C-A 0 0
YDR355C 1 0
SPC110 3 6
CNL1 10 487
GGA1 12 495
EAF1 4 5
OPI7 0 0
BCP1 4 3
TFC6 4 42
ESC2 12 593
SEM1 0 0
CDC40 3 2
ESF1 3 2
YDR366C 5 10
KEI1 0 0
YPR1 2 1
XRS2 7 164
DXO1 6 16
CTS2 5 31
YDR371C-A 0 0
VPS74 1 0
FRQ1 0 0
PHO92 1 0
WIP1 1 0
BCS1 3 3
ARH1 5 4
ATP17 2 6
LSM6 0 0
RGA2 13 136
SDH6 1 0
ARO10 12 28
YRA1 1 0
YDR381C-A 2 2
RPP2B 0 0
NKP1 3 4
ATO3 8 158
EFT2 1 0
MUS81 9 38
YDR387C 9 39
RVS167 4 4
SAC7 3 13
UBA2 6 19
YDR391C 1 0
SPT3 2 2
SHE9 9 171
RPT3 3 3
SXM1 11 34
YDR396W 5 30
NCB2 4 8
UTP5 0 0
HPT1 0 0
URH1 8 300
YDR401W 4 26
DIT2 8 110
DIT1 14 81
RPB7 0 0
MRP20 13 72
PDR15 44 5364
YDR406W-A 0 0
TRS120 5 4
ADE8 8 8
SIZ1 11 95
STE14 9 54
DFM1 10 32
RRP17 1 0
YDR413C 1 0
ERD1 8 268
YDR415C 6 28
SYF1 6 8
YDR417C 2 2
RPL12B 2 2
RAD30 11 115
HKR1 9 393
ARO80 10 13
SIP1 15 120
CAD1 12 882
DYN2 2 1
SNX41 12 122
YDR426C 4 6
RPN9 2 1
BNA7 2 2
TIF35 0 0
CYM1 13 129
YDR431W 4 3
NPL3 0 0
YDR433W 0 0
GPI17 5 7
PPM1 2 1
PPZ2 5 215
GPI19 2 1
THI74 3 16
